University,Major,Key,Level,Language,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Percentage tuition covered,Original Tuition fee,Start_Month,Start_Year,Accomodation_To_Pay,Expense_To_Pay
China University of Mining and Technology,Land Resources Management,Management,Phd,English,10625,0,0,6375,62.5,17000,Sep,2019,3000,2000
China University of Mining and Technology,Electronical Engineering,Electronics,Phd,English,10625,0,0,6375,62.5,17000,Sep,2019,3000,2000
North China Electric Power University,Nuclear reactor neutronics and sheilding,Nuclear reactor neutronics and sheilding,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Nuclear power plant systems and equipments,Nuclear power plant systems and equipments,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Nuclear thermal hydraulics and safety,Nuclear thermal hydraulics and safety,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Environmental pollution control,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Technology of wind power generation,Technology of wind power generation,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Network and system security,Network and system security,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Electric Power Economic Management,Economics,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Multiphase flow detection theory and technology,Multiphase flow detection theory and technology,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Combustion Process Detection and Optimization,Combustion Process Detection and Optimization,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Intelligent robot technology,Intelligent robot technology,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,"New energy power system modeling, control and simulation","New energy power system modeling, control and simulation",Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Complex system control theory and method,Complex system control theory and method,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,The stochastic control theory and application,The stochastic control theory and application,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Estimation and control of stochastic control systems,Estimation and control of stochastic control systems,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Nonlinear control theory and application,Nonlinear control theory and application,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,"Power Production Process Modeling, Simulation and Control","Power Production Process Modeling, Simulation and Control",Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Fault diagnosis and fault-tolerant control,Fault diagnosis and fault-tolerant control,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Engineering management: theories and applications,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Electric power construction management,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Contracting and management for international projects,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Construction technology and management,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Engineering economical analysis and decision making,Economics,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Project scheduling: theories and methods,Project scheduling,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Control and management of environment pollutions in engineering,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Information management and decision analysis,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Power operation and intelligent engineering,Other Engineering,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,New energy conversion and control,New energy conversion and control,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Intelligent control of complex industrial system,Intelligent control of complex industrial system,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Energy saving optimization theory and control,Energy saving optimization theory and control,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,"Thermal Power Unit Modeling, Simulation and Optimal Control","Thermal Power Unit Modeling, Simulation and Optimal Control",Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Networked control,Networked control,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Modern control theory and application,Modern control theory and application,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Theory and application of  business operation and management,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Energy management theory and application,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Risk management and information system,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Energy internet theory and application,Energy internet theory and application,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Management of government investment projects,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Decision making for systems: theories and methods,Decision making for systems,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
Southwest University of Science and Technology,Control Science and Engineering,Other Engineering,Phd,Chinese,15000,1,1,0,100,15000,Sep,2019,0,0
Southwest University of Science and Technology,Biology,Biology,Phd,Chinese,15000,1,1,0,100,15000,Sep,2019,0,0
Southwest University of Science and Technology,Biology,Biology,Phd,English,15000,1,1,0,100,15000,Sep,2019,0,0
Southwest University of Science and Technology,Material Science and Engneering,Material Science,Phd,English,15000,1,1,0,100,15000,Sep,2019,0,0
Southwest University of Science and Technology,Material Science and Engineering,Material Science,Phd,Chinese,15000,1,1,0,100,15000,Sep,2019,0,0
Southwest University of Science and Technology,Environmental Science and Engineering,Environmental Science,Phd,Chinese,15000,1,1,0,100,15000,Sep,2019,0,0
Southwest University of Science and Technology,Environmental Science and Engineering,Environmental Science,Phd,English,15000,1,1,0,100,15000,Sep,2019,0,0
Southwest University of Science and Technology,Control Science and Engineering,Other Engineering,Phd,English,15000,1,1,0,100,15000,Sep,2019,0,0
Shandong University,Pathology and Physiopathology,Pathology and Physiopathology,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Physical Chemistry,Chemistry,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Operations Research,Operations Research,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Foreign Linguistics and Applied Linguistics,Linguistics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Social Medicine and Health Administration,Medicine,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Social Medicine and Health Management,Medicine,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Organic Chemistry,Chemistry,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Occupational and Environmental Health,Occupational and Environmental Health,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,International Law,Law,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Inorganic Chemistry,Chemistry,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Global Economics,Economics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Epidemiology and Health Statistics,Epidemiology and Health Statistics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,English Language and Literature,English,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Control Science and Engineering,Other Engineering,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,ComputationalÂ Mathematics,Mathematics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Botany,Botany,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Biomedical Engineering,Other Engineering,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Pharmaceutics,Pharmacy,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Regional Economics,Economics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Polymer Chemistry and Physics,Polymer Chemistry and Physics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Environmental Science(School of Environmental Science and Engineering),Environmental Science,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Electronic Science and Technology,Electronics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Electrical Engineering,Electrical Engineering,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Condensed Matter Physics,Physics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Oncology,Oncology,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Analytical Chemistry,Chemistry,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Finance(The Center for Economic Research),Finance,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,SurgeryÂ (Neurosurgery),Medicine,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Financial Mathematics,Finance,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,International Trade,International Trade,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Software Engineering,Software Engineering,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Gynecology,Gynecology,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,"Human Anatomy, Histology and Embryology","Human Anatomy, Histology and Embryology",Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Pharmacology,Pharmacy,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Analytical Chemistry,Chemistry,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Mechanical Engineering,Mechanical Engineering,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Medicinal Chemistry,Chemistry,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Information and Communication Engineering,Other Engineering,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,International Politics,Politics,Phd,Chinese,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Archaeology,Archaeology,Phd,Chinese,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,World History,History,Phd,Chinese,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Microbial and Biochemical Pharmacy,Pharmacy,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Optical Engineering,Other Engineering,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Industrial Economics,Economics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Materials Science and Engineering,Material Science,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,International Politics,Politics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Finance(School of Economics),Finance,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,SurgeryÂ (Plastic Surgery),Medicine,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Political Economics,Economics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Western Economics,Economics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,"Population, Resources and Environmental Economics",Economics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Civil Engineering,Civil Engineering,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Environmental Engineering,Environmental Science,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Quantitative Economics,Economics,Phd,English,25000,0,0,6000,80.64516129,31000,Sep,2019,810,1500
Shandong University,Pathology and Physiopathology,Pathology and Physiopathology,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Physical Chemistry,Chemistry,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Operations Research,Operations Research,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Foreign Linguistics and Applied Linguistics,Linguistics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Social Medicine and Health Administration,Medicine,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Social Medicine and Health Management,Medicine,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Inorganic Chemistry,Chemistry,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,International Law,Law,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Occupational and Environmental Health,Occupational and Environmental Health,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Organic Chemistry,Chemistry,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Epidemiology and Health Statistics,Epidemiology and Health Statistics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Global Economics,Economics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,English Language and Literature,English,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Control Science and Engineering,Other Engineering,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,ComputationalÂ Mathematics,Mathematics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Biomedical Engineering,Other Engineering,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Botany,Botany,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Pharmaceutics,Pharmacy,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Regional Economics,Economics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Environmental Science(School of Environmental Science and Engineering),Environmental Science,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Polymer Chemistry and Physics,Physics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Electronic Science and Technology,Electronics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Electrical Engineering,Electrical Engineering,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Condensed Matter Physics,Physics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Analytical Chemistry,Chemistry,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Oncology,Oncology,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Finance(The Center for Economic Research),Finance,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,SurgeryÂ (Neurosurgery),Medicine,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Financial Mathematics,Finance,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,International Trade,International Trade,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Gynecology,Gynecology,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,"Human Anatomy, Histology and Embryology","Human Anatomy, Histology and Embryology",Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Mechanical Engineering,Mechanical Engineering,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Software Engineering,Software Engineering,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Pharmacology,Pharmacy,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Analytical Chemistry,Chemistry,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Medicinal Chemistry,Chemistry,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Environmental Engineering,Environmental Science,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Quantitative Economics,Economics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Information and Communication Engineering,Other Engineering,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Western Economics,Economics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,"Population, Resources and Environmental Economics",Economics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Civil Engineering,Civil Engineering,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Political Economics,Economics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,SurgeryÂ (Plastic Surgery),Medicine,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Finance(School of Economics),Finance,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,International Politics,Politics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Materials Science and Engineering,Material Science,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Industrial Economics,Economics,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Microbial and Biochemical Pharmacy,Pharmacy,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Optical Engineering,Other Engineering,Phd,English,,0,1,16200,,,Sep,2019,810,0
Shandong University,Archaeology,Archaeology,Phd,Chinese,,0,1,16200,,,Sep,2019,810,0
Shandong University,World History,History,Phd,Chinese,,0,1,16200,,,Sep,2019,810,0
Zhengzhou University,Clinical Medicine,Medicine,Phd,English,,1,1,0,,,Sep,2019,0,0
Chongqing Medical University,Aerospace and Nautical Medicine,Medicine,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Aerospace and Nautical Medicine,Medicine,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Radiation Medicine,Radiation Medicine,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Pathology and Pathophysiology,Pathology and Pathophysiology,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Pathology and Pathophysiology,Pathology and Pathophysiology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Forensic Medicine,Medicine,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Immunology,Immunology,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,"Human Anatomy, Histology and Embryology","Human Anatomy, Histology and Embryology",Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,"Human Anatomy, Histology and Embryology","Human Anatomy, Histology and Embryology",Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Imaging & Nuclear Medicine,Medicine,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Internal Medicine,Medicine,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Dermatology & Venereology,Dermatology & Venereology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Clinical Laboratory Diagnostics,Clinical Laboratory Diagnostics,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Psychiatry & Mental Health,Psychiatry & Mental Health,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Rehabilitation Medicine & Physical Therapy,Medicine,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Radiation Medicine,Medicine,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Obstetrics & Gynecology,Obstetrics & Gynecology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Forensic Medicine,Other Medicine,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Immunology,Immunology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Pathogenic Organisms,Pathogenic Organisms,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Emergency Medicine,Medicine,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Oncology,Oncology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Neurology,Neurology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Biomedical Engineering,Other Engineering,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Geriatrics,Geriatrics,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Pharmacology,Pharmacology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Anesthesiology,Anesthesiology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Otolaryngology,Otolaryngology,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Surgery,Surgery,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Sports Medicine,Medicine,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Imaging & Nuclear Medicine,Medicine,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Dermatology & Venereology,Dermatology & Venereology,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Ophthalmic Specialty,Ophthalmic Specialty,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Shanghai Normal University,Applied Mathematics,Mathematics,Phd,Chinese,28000,1,1,0,100,28000,Sep,2019,1950,1200
Shanghai Normal University,Chinese Philosophy,Philosophy,Phd,Chinese,28000,1,1,0,100,28000,Sep,2019,1950,1200
Shanghai Normal University,Ancient Chinese History,History,Phd,Chinese,28000,1,1,0,100,28000,Sep,2019,1950,1200
Shanghai Normal University,Chinese Ethnic Language and Literature,Chinese Language,Phd,Chinese,28000,1,1,0,100,28000,Sep,2019,1950,1200
Shanghai Normal University,Linguistics and Applied Linguistics,Linguistics,Phd,Chinese,28000,1,1,0,100,28000,Sep,2019,1950,1200
Chongqing Medical University,Nursing,Nursing,Phd,English,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Clinical Laboratory Diagnostics,Clinical Laboratory Diagnostics,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Rehabilitation Medicine & Physical Therapy,Medicine,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Psychiatry & Mental Health,Psychiatry & Mental Health,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Obstetrics & Gynecology,Obstetrics & Gynecology,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Pathogenic Organisms,Pathogenic Organisms,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Emergency Medicine,Medicine,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Oncology,Oncology,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Neurology,Neurology,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Biomedical Engineering,Other Engineering,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Pharmacology,Pharmacy,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Geriatrics,Geriatrics,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Anesthesiology,Anesthesiology,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Otolaryngology,Otolaryngology,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Surgery,Surgery,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Sports Medicine,Medicine,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Ophthalmic Specialty,Ophthalmic Specialty,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Internal Medicine,Medicine,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Chongqing Medical University,Nursing,Nursing,Phd,Chinese,27500,0,0,22500,55,50000,Sep,2019,400,1000
Shandong University,International Politics,Politics,Phd,Chinese,,0,1,16200,,,Sep,2019,810,0
Shandong University,Political Economics,Economics,Phd,Chinese,,0,1,16200,,,Sep,2019,810,0
Shanghai University of Traditional Chinese Medicine,Fundments of Integration of Chinese and Western Medicine(Prevention and Treatment of Alzheimer's Disease with Integrated Traditional Chinese and Western Medicine),TCM,Phd,English,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Intergrated TCM and Western Medicine Clinics,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Integrated TCM and Western Medicine Rehabilitation,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,"Acupuncture, Moxibustion and Tuina",TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Integrated TCM and Western Mecidine Basics,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Chinese Materia Medica,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,TCM Internal Medicine,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,TCM External Medicine,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,TCM Gynecology,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,TCM Diagnostics,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,TCM Formula,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Chinese Materia Medica(TCM New Drug Delivery System),TCM,Phd,English,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Chinese Materia Medica(TCM new drug development),TCM,Phd,English,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Chinese Materia Medica(Study on Active Components of Traditional Chinese medicinal herbs and Pharmacodynamic Mechanical),TCM,Phd,English,39000,1,1,0,100,39000,Sep,2020,1000,1000
